AID|EID|EPNo|Name|Romaji|Kanji|Length|Aired|Rating|Votes|State|myState
9153|141530|1|Cat. White. Mashiro||ねこ・しろ・ましろ|25|09.10.2012 00:00|6.68|23|0|3
9153|144413|2|I Drew a Picture||絵を描いてきたの|25|16.10.2012 00:00|7.89|19|0|3
9153|144412|3|So Close and Yet So Far...||近すぎて遠い...|25|23.10.2012 00:00|6.96|21|0|3
9153|144411|4|A World of Changing Colors||色を変える世界|25|30.10.2012 00:00|7.84|20|0|3
9153|144909|5|The Serious Girl of Sakura Hall||さくら荘のまじめな彼女|25|06.11.2012 00:00|7.35|17|0|3
9153|144908|6|The Blue After the Rain||雨あがりの青|25|13.11.2012 00:00|6.76|17|0|3
9153|144907|7|Her Homesickness||彼女のきょうしゅう|25|20.11.2012 00:00|6.80|18|0|3
9153|144906|8|Set Off a Huge Firework||どでかい花火をあげてみろ|25|27.11.2012 00:00|8.96|18|0|3
9153|145669|9|The Fall Storm Is Here||秋の嵐がやってきた|25|04.12.2012 00:00|7.05|15|0|3
9153|145668|10|Hate Hate, Love||キライキライ, ダイスキ|25|11.12.2012 00:00|8.79|14|0|3
9153|145667|11|Milky Way Cat, Nyapollon||銀河猫にゃぼろん|25|18.12.2012 00:00|7.71|14|0|3
9153|146044|12|The Power of Love in the Cultural Festival||愛のパワーin文化祭|25|25.12.2012 00:00|9.17|16|0|3
9153|146043|13|One Step Before Winter||冬の一歩手前で|25|08.01.2013 00:00|7.07|14|0|3
9153|146632|14|The Windows and Lights of Christmas Eve||イヴの窓辺とそれぞれの灯り|25|15.01.2013 00:00|8.16|14|0|3
9153|146757|15|Where Is My Usual Self?||いつもの自分はどこにいる?|25|22.01.2013 00:00|8.06|14|0|3
9153|146756|16|I`ve Always Loved You||ずっと, 好きでした......|25|29.01.2013 00:00|7.99|13|0|3
9153|146755|17|Valentine`s Day Is Chocolate Day||バレンタインはチョコの日よ|25|05.02.2013 00:00|7.61|13|0|3
9153|146754|18|First Love with an Alien||宇宙人に初恋|25|12.02.2013 00:00|6.71|13|0|3
9153|147286|19|There`s No Place Like Sakura Hall||住めば都のさくら荘|25|19.02.2013 00:00|5.86|12|0|3
9153|147285|20|In Order to Keep Saying We`re Home||この先もただいまを言うために|25|26.02.2013 00:00|7.47|12|0|3
9153|147422|21|It`s Not Anyone`s Fault That It Rains||誰のせいでもなく雨は降る|25|05.03.2013 00:00|7.87|14|0|3
9153|147421|22|Run Through Those Sparkling Days||きらめく日々を駆け抜けろ|25|12.03.2013 00:00|8.44|12|0|3
9153|147420|23|Graduation Ceremony||卒業式|25|19.03.2013 00:00|8.98|12|0|3
9153|147419|24|Welcome to Sakura Hall||さくら荘へようこそ|25|26.03.2013 00:00|9.06|11|0|3
FILES
AID|EID|GID|FID|size|ed2k|md5|sha1|crc|Length|Type|Quality|Resoltuion|vCodec|aCodec|sub|dub|isWatched|State|myState|FileType
9153|141530|7172|1143003|567538995|39eab6cb992efe9ccdd7726ac1bb1afc|d7b59a41585afb2264fd9109adaffdb2|1af3431c0c487b6eb741a58c9164e529322fe720|f981d83c|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144413|7172|1145023|569412725|f2417e0bcb7c31d098d3288615c6fcc5|726819ae7ed4b4f68e7839c53d417ea1|d5db41e70bd73f4f4644d519234d8cca07ee5571|40eea051|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144412|7172|1147986|568507238|79acf154a095b17dcae7a9c02a51a903|2b92f401bf3cdf159bc5e9ff911a72cc|d867485e6bcdb3d521d2f297b2aac3624bb70918|e328f3a4|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144411|7172|1150191|569006541|a9a43e1e414cdc884cdcd7809fbe6033|43610f038455cc4202ee31c5d787d999|8215ff628df4b26ad10612a429cba865e74b8ad9|07774c83|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144909|7172|1153584|569061059|995ac162cd52caec88a2681100cd6aae|b63291c67c1c7c7a09521c6065a3b9d2|4240276919a56d556874c65bd649068e020bded9|8ea4198f|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144908|7172|1156468|569027900|3de143088d0183813ae35f00b58f237b|69be91da832e74f4bf6f075c8ae01bf5|015c7d99a25d6edcef81f31dfd9de1821e48af1d|555f9ee9|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144907|7172|1159000|567922148|d963b95adaaf3e789b952413f989ab61|fc1228d92d34aac9a37c916bc9b90654|c6cfafa07c6f18e7ca654fc2ce89d6235cb720c6|aefe6ec6|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|144906|7172|1162111|569653288|557af0e4e15a8c981e6036a99238d5de|144e6041eef0f3e1389d427480232e94|d8af62892a87bbd6241ca0d73c128b801b9e7ffb|8b48dab0|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|145669|7172|1164135|569212254|cee2f974c78a95b94fb04be5d8eb10d1|29d189e8c60cc8eb05d54591ab33680d|3f6f8b8837667a2f0f13a77a93c7c5154786b491|0cb48403|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|145668|7172|1166329|569259452|83add8c226bbb73165d57299ac736e52|f3c27073c60e14f63ea8cb12d05cc3f3|77d86fe9b09fb0e735bb769d59910e3e59aa5f03|cd6e0cce|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|145667|7172|1168599|567273963|14a61d26ca588a16d610f32efd0de06b|992f7c77d394c369848b94bcda57c1f7|31d002d89375ecaec40b2a0d87e402c110be57fe|ea8c493a|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146044|7172|1171846|567802025|69216f582d2eada9f0160c5278814e7f|4278dd58b69a7df93f38a6d7f712b6c9|0eb1cfbd86fb54ff0a4b72e05c9d445be8945b28|2bb170c9|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146043|7172|1179568|568811461|1872f954d41d938ff6eb671dde1f991f|290d12dc53f1424649b5e53cbc978f06|39c3fe6c9663c941bb22387d26d2c8e58836889a|85a910ca|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146632|7172|1183123|569305671|a252e2ccb79b7f6ceada8fe7bf9f44c8|4648987bd2bce6afe98376d25fe5fde8|1d303d75e941e9a810a27b75b7ece201370afaf1|ace09fe8|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146757|7172|1185906|568394741|a92343cdd9d25223d081832408f54c6c|9d1712f25fd39ab67310f9d01aaf7244|247ae81975d19ce0aa4b1124f02e008bd4d0421e|73b0cb8d|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146756|7172|1188040|569339647|6b19f0189d2f06e42eeacd30739a4b75|46d3b5fe2c4fb526e965932e5135e90c|3b96294b760962bfb4e8e022a827e1583842b92b|7e78d1fd|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146755|7172|1190047|568948594|be2e7e26a3491c12bba41691fdad0da1|aa9bb89532ce890cfcd0f388de753b65|4195d77cfc8d1a94b06253045357896b2c8402bc|5a5da096|1422|10|very high|1920x1080|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|146754|7172|1194123|338140182|904f26eb57f8b087bf773b675e417294|b8c4feaa6ff606566ad9d383ec504100|89117fb3bd767a04828a30b3da2a39ed766d44b9|3473e43f|1422|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|147286|7172|1197392|338745192|a109f20bbc29b6b1af495721f8b79b49|ca5f259fe205636f5246be590022de53|3eba43bb94117fb6a0e4eb0f3919388a831de0fa|f095d55b|1422|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|147285|7172|1200991|338860918|3a9115f54d3e5c8055428a3cda6d1606|b12211c598e0c5243eac49fc69d9b4c3|6e0e26e6b61239eadf457e2d2298507288f2cb63|8b0648d8|1422|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|147422|7172|1205061|338695290|dabac2713393434b4cc26c81fcb26d76|876fa1821e4ca822c8ab522beaf1dac0|0e7bd8d662b228f6efb5f0fde87b7ed2f5a0097e|578d918e|1422|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|147421|7172|1208212|338773444|016be06db58cfbeedd8df56528d45320|f2d3957435c5741169b3be768f1bedd2|2d438aeb36c30c87445ff6f9e33311146f321898|342db7f0|1422|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|147420|7172|1212304|338856317|c31a1dca09d7c6d81ed6b80e5d86715a|fa7013d088538102e1016d420c0d7898|ed8d7861fc961da14d7293ec7e30739e95cf0e76|8217bf29|1422|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
9153|147419|7172|1215415|336716236|ee094c79f6bd7e881a40d2867525efcb|b5969a6f6dbadbcc068aa74d3a396a11|c1f4fec3997555697b622ebd61c54d54f6a0ec07|0ee80f43|1412|10|high|1280x720|H264/AVC|(HE-)AAC|english|japanese|1|0|3|mkv
GROUPS
GID|AGID|Name|ShortName|State
7172|76714|HorribleSubs|HorribleSubs|complete
GENREN
GenID|GenName|isHentai|Weight 
252|Angst|0|100
501|Art School|0|300
284|Boing|0|100
378|Boobs in Your Face|0|100
369|Breast Fondling|0|100
471|Christmas|0|200
17|Comedy|0|600
330|Coming of Age|0|600
473|Confession|0|100
282|Ecchi|0|300
456|First Kiss|0|200
497|Friendship|0|400
472|General Lack of Common Sense|0|500
23|Japan|0|600
52|Large Breasts|0|400
411|Lingerie|0|200
230|Love Polygon|0|400
538|Multiple Couples|0|300
491|New Year`s Day|0|100
414|Nopan|0|100
274|Novel|0|600
88|Nudity|0|300
283|Pantsu|0|200
487|Parental Abandonment|0|200
233|Plot Continuity|0|300
11|Present|0|600
198|Romance|0|300
502|School Dormitory|0|300
457|School Festival|0|300
21|School Life|0|500
79|Seinen|0|600
153|Slapstick|0|400
505|Slow When It Comes to Love|0|200
51|Small Breasts|0|400
430|Sudden Naked Girl Appearance|0|100
500|Under One Roof|0|500
506|Valentine`s Day|0|200


